<<<<<<< HEAD
Eccentricity,Convexity,FeretDiameter,Area,Perimeter,Solidity,Extent,AspectRatio,Circularity,Class
0.03386849112795976,-0.21615620722092715,-0.4716871876953631,-0.3973211932947147,-0.4868162820110473,-0.21615620722092715,-0.2288452825778689,-0.13790728291074522,-0.22043454903581358,Chlamydomonas_Reinhardtii
-0.2033579631049896,-0.2692059259046501,-0.4744111251103936,-0.3636226747685636,-0.45020665771666374,-0.2692059259046501,-0.23347781662718362,-0.15083618268630195,-0.26019660314126725,Chlamydomonas_Reinhardtii
-0.44058441733793896,-0.15379976076657484,-0.5301465371146038,-0.42491346357055376,-0.5360740077700841,-0.15379976076657484,-0.1450665657973301,-0.3482118213685398,-0.13226335698599131,Chlamydomonas_Reinhardtii
-0.12930877750595393,0.007462874518757291,-0.6128614673340004,-0.5124949597421442,-0.6148887599327509,0.007462874518757291,-0.09492149332770523,-0.3001715554020449,0.0030671691968123253,Chlamydomonas_Reinhardtii
0.18196686232603113,-0.4659263623645405,-0.6336824706857486,-0.11863062439310602,-0.6741090234702873,-0.4659263623645405,-0.5671590334054573,0.20156861148139116,-0.5927541359456019,Chlamydomonas_Reinhardtii
-0.3476004314991976,-0.16504011124716078,-0.5917364538846369,-0.5196096501298992,-0.5719222282510396,-0.16504011124716078,-0.17624858473422444,-0.2814388801662594,-0.11239551200086603,Chlamydomonas_Reinhardtii
-0.5106609002997573,-0.05719418118228453,-0.5697220484673329,-0.45238744602299313,-0.5628240869298629,-0.05719418118228453,-0.08520893840742372,-0.4923103380646087,-0.03473109559944131,Chlamydomonas_Reinhardtii
-0.5435503466064273,0.055076605664998564,-0.5418609716247432,-0.39245950176513206,-0.5223472130223071,0.055076605664998564,0.030790640612178635,-0.5169637245226291,0.0732338665725969,Chlamydomonas_Reinhardtii
0.04744741210839943,-0.021255324773819573,-0.6466989196714429,-0.5328028513736337,-0.6807176969716651,-0.021255324773819573,-0.26672976842017554,-0.01341927368785226,-0.16511820056154236,Chlamydomonas_Reinhardtii
-0.0484526363197793,0.19387384308266464,-0.5929866559108148,-0.4433387743072484,-0.57993938983844,0.19387384308266464,0.06255078791964017,-0.4622857202273935,0.18536464635923805,Chlamydomonas_Reinhardtii
-0.14435268474795804,-0.0077939597178632285,-0.5505569013099497,-0.38936875013057276,-0.5635646552429384,-0.0077939597178632285,-0.1353827225893025,-0.19092703495102217,-0.06349541888021724,Chlamydomonas_Reinhardtii
-0.24025273317613674,-0.14015864414043927,-0.5617003528462086,-0.47882738075354847,-0.590026490407351,-0.14015864414043927,-0.24414209319736058,-0.14033705612765918,-0.17667093131968295,Chlamydomonas_Reinhardtii
-0.43849834411001165,0.10190696112031879,-0.5567889576896372,-0.4459763873434997,-0.5379798863021956,0.10190696112031879,-0.03500752923328552,-0.2870089362859364,0.0490528692207563,Chlamydomonas_Reinhardtii
-0.6079245604966965,-0.027576608637917308,-0.5533302913363556,-0.4659724377520556,-0.5039048315559805,-0.027576608637917308,-0.03831547724492401,-0.612856188630514,0.004344559899892623,Chlamydomonas_Reinhardtii
-0.7773507768833814,0.2354374022022161,-0.5015566917074122,-0.3359272472693966,-0.43889429846557376,0.2354374022022161,0.19897741790516327,-0.7252310152231662,0.30483028426540104,Chlamydomonas_Reinhardtii
-0.7378797568074155,-0.4620918503157306,-0.6713501964329246,-0.45588078447355274,-0.6502553736390096,-0.4620918503157306,-0.6329815055159123,0.02162481270283085,-0.5687579056961177,Chlamydomonas_Reinhardtii
-0.6984087367314495,0.2612067875994585,-0.546729621009229,-0.37316528111557906,-0.5398977325701808,0.2612067875994585,0.202860482363828,-0.6377884033019657,0.30277871027850395,Chlamydomonas_Reinhardtii
-0.4533712724845734,0.07672258221522758,-0.5361205034667764,-0.42501690422201044,-0.500822945687546,0.07672258221522758,0.027462449290071734,-0.5636479789737238,0.11665831470263552,Chlamydomonas_Reinhardtii
-0.13096886476292718,0.3544843845082561,-0.43250045948635957,-0.1840160345549481,-0.3842999952684327,0.3544843845082561,0.336626379234593,-0.7494917265109944,0.3658119578142164,Chlamydomonas_Reinhardtii
0.19143354295871903,-0.16903842614575673,-0.6694314616444115,-0.41567114149372353,-0.6414810495941646,-0.16903842614575673,-0.24026655702853164,-0.3587918453956795,-0.21873498078965392,Chlamydomonas_Reinhardtii
0.05543667558063442,0.5655415448872673,-0.30496223881810147,0.21184364940302894,-0.3794745466074644,0.5655415448872673,0.3945192046027886,-0.06854776383206654,0.34195039211295764,Chlamydomonas_Reinhardtii
-0.08056019179745018,0.415348735218563,-0.4099368682204149,-0.11537794857463479,-0.47287758897099996,0.415348735218563,0.3126931566673445,-0.18930171349832225,0.2942968970274216,Chlamydomonas_Reinhardtii
-0.1961838941365501,0.5018919772565598,-0.3855808953109097,0.05447680907815737,-0.4100105819747043,0.5018919772565598,0.38074632010684195,-0.2195164885848487,0.37403628872841466,Chlamydomonas_Reinhardtii
-0.7052470139227937,0.017367400581086347,-0.5469448461516508,-0.39011053576003735,-0.49167696945590245,0.017367400581086347,-0.016882974001961492,-0.5569195542299501,0.05779823047953589,Chlamydomonas_Reinhardtii
-0.28417682184918447,-0.022666236370080403,-0.5747597723072855,-0.4714655758559424,-0.5484076264240532,-0.022666236370080403,-0.13435201153158013,-0.23030241668962367,-0.05055552874047811,Chlamydomonas_Reinhardtii
0.13689337022442466,-0.027212028132111262,-0.5483207403113328,-0.16223750138141516,-0.525711426113696,-0.027212028132111262,-0.08062403651875817,-0.09270600767834171,-0.12024391931460063,Chlamydomonas_Reinhardtii
0.5125215839199109,-0.5842802260065794,-0.6260828023348141,-0.44782512776458594,-0.45702596426248604,-0.5842802260065794,-0.6979579888124218,-0.015026130192355106,-0.6735721540552421,Chlamydomonas_Reinhardtii
-0.3858174483754813,0.5644357770321243,-0.43085773825261997,-0.02510693947843062,-0.36785460646613233,0.5644357770321243,0.43293466384902873,-0.2602222163426387,0.4614761276600281,Chlamydomonas_Reinhardtii
-0.3576128548954928,0.5245559347134884,-0.5051149683713471,-0.06239161119587417,-0.5102369492398406,0.5245559347134884,0.3986610357880724,-0.2624261953738666,0.45663395240753446,Chlamydomonas_Reinhardtii
-0.27973464752840965,-0.3374685712496374,-0.4738621653134144,-0.3156784750994814,-0.45410621452567745,-0.3374685712496374,-0.25856475912261495,-0.24669527709834266,-0.2826660006153991,Chlamydomonas_Reinhardtii
-0.572066442225238,0.18246401816091817,-0.4211753802295484,-0.09920993150638949,-0.3365850977810917,0.18246401816091817,0.1765302313191976,-0.5529314827022408,0.1868626474659235,Chlamydomonas_Reinhardtii
-0.7864224630526377,0.408670946186192,-0.5321494263821522,-0.29204047484586854,-0.514200980666809,0.408670946186192,0.3305542615163142,-0.6209505741353307,0.4153868045816856,Chlamydomonas_Reinhardtii
-0.782170789049857,0.26923439486988177,-0.46770013886014533,-0.13374277835969112,-0.4146459381939853,0.26923439486988177,0.29664648137504684,-0.7243529508902541,0.3148183475133367,Chlamydomonas_Reinhardtii
-0.5237461512273229,-0.11812803813697477,-0.6327073557974277,-0.2680592943315019,-0.612041838161624,-0.11812803813697477,-0.20478568514899434,-0.1562386472421269,-0.18498474955452715,Chlamydomonas_Reinhardtii
-0.2653215134047889,0.0316090393700213,-0.5138883287236203,-0.2625392363486448,-0.47716972365686805,0.0316090393700213,0.028343425730830877,-0.5084634262499403,0.045491610168695525,Chlamydomonas_Reinhardtii
-0.43313848793959925,0.029060828049622144,-0.42801671728678004,-0.18332145286467597,-0.4045840897303887,0.029060828049622144,0.04520343106209367,-0.4906023740690375,0.006677809681363288,Chlamydomonas_Reinhardtii
0.0673693061919875,-0.12182520590520625,-0.45281885064625255,-0.08267495639416017,-0.45385374445903626,-0.12182520590520625,0.0007056351059365069,-0.02390032364264189,-0.045828724365419266,Chlamydomonas_Reinhardtii
0.5678771003235743,-0.25628326268851487,-0.7549178984339681,-0.5009809396492204,-0.7255808483552325,-0.25628326268851487,-0.5178891921656085,0.13206317184189087,-0.37602457562875685,Chlamydomonas_Reinhardtii
0.6120744271749672,-0.37756530880259537,-0.664669893096366,-0.4596887026592569,-0.5513199353100949,-0.37756530880259537,-0.5588558929669939,0.5768459300170228,-0.5391618290704493,Chlamydomonas_Reinhardtii
0.48028716283221873,-0.31027927937689637,-0.8202992891016204,-0.38071746651549476,-0.7621716410421726,-0.31027927937689637,-0.5786182115727775,0.4382277379546399,-0.49218960575720994,Chlamydomonas_Reinhardtii
0.3484998984894703,-0.23319557444924324,-0.857672905804144,-0.698885931881429,-0.8199224551495061,-0.23319557444924324,-0.6061503412242114,0.216400843253012,-0.45966957093579575,Chlamydomonas_Reinhardtii
0.44438557371140247,-0.0754890896169467,-0.5577530897865637,-0.11286940970846795,-0.5128192052126557,-0.0754890896169467,-0.3777055896057918,0.49707925577857226,-0.36071610801643134,Chlamydomonas_Reinhardtii
0.5402712489333347,-0.5933397142228956,-0.6955099090180447,-0.43992231275657057,-0.6940795236753545,-0.5933397142228956,-0.6239459063827788,0.20057706238544126,-0.5790278801915187,Chlamydomonas_Reinhardtii
0.7477496575315837,-0.20854157347040836,-0.5577094764268123,-0.24075029908527204,-0.5134822199041645,-0.20854157347040836,-0.375910828141689,0.768943321282143,-0.33529936722041376,Chlamydomonas_Reinhardtii
0.5784796167609768,-0.3558587730525066,-0.5522099573557945,-0.39027618437392114,-0.53934831073216,-0.3558587730525066,-0.5518697272550568,0.7050921397101445,-0.5082217445031549,Chlamydomonas_Reinhardtii
0.40920957599036994,-0.33819220145772305,-0.5710621002488426,-0.3114469663375813,-0.5243511617404512,-0.33819220145772305,-0.4298747781869106,0.304329151654486,-0.39944733722777254,Chlamydomonas_Reinhardtii
0.4747520765415192,0.10939024458952858,-0.530507438411808,-0.07355470576717116,-0.4682544972579836,0.10939024458952858,-0.021866303611788998,-0.4873707877851055,0.07436776982082997,Chlamydomonas_Reinhardtii
0.5402945770926685,-0.5313828581657887,-0.6537574575751182,-0.44376198463447203,-0.5553540655314687,-0.5313828581657887,-0.6326913153386883,0.13807835833413082,-0.6092129161647655,Chlamydomonas_Reinhardtii
0.3644231005470468,-0.1839305828691835,-0.5564357693805602,-0.2266781709684258,-0.49707289386647807,-0.1839305828691835,-0.36503022646645916,0.323070811867408,-0.34668229871491546,Chlamydomonas_Reinhardtii
0.528087673852147,-0.25570510769186994,-0.577656661174882,-0.33963685467101895,-0.5212430279242214,-0.25570510769186994,-0.40685861473172086,0.1842141263821008,-0.3425879569956291,Chlamydomonas_Reinhardtii
0.36881220075849835,-0.38325809152424267,-0.6494558508069349,-0.4037092592622763,-0.5031941430267497,-0.38325809152424267,-0.4855437881919622,-0.05868512199755119,-0.42853781155495835,Chlamydomonas_Reinhardtii
0.32046075335617996,-0.39053905970983804,-0.6353982659412892,-0.37564878688572007,-0.6077691093720815,-0.39053905970983804,-0.4986740202703663,0.075795358888607,-0.4835927459372147,Chlamydomonas_Reinhardtii
0.2549010596877197,-0.4137335468769098,-0.7043093510017899,-0.35795276082774885,-0.6720140015195729,-0.4137335468769098,-0.5238858220960968,0.21199457768080626,-0.47377916351635513,Chlamydomonas_Reinhardtii
0.18934136601925938,-0.5652559799846995,-0.449810515288447,-0.2812813916764928,-0.451492617475118,-0.5652559799846995,-0.5863218436078969,0.23247269540601107,-0.5846506150546044,Chlamydomonas_Reinhardtii
0.26751355649649716,-0.22685752831571657,-0.6008852267885838,-0.09437864264389947,-0.5939122157745471,-0.22685752831571657,-0.3578931880997248,0.005262200300845404,-0.30198506145383397,Chlamydomonas_Reinhardtii
0.47329242869407956,-0.1576324659748633,-0.6257891992906186,-0.16292160859521565,-0.6426491938922588,-0.1576324659748633,-0.3673489298465208,0.10836788484855575,-0.2722733379196632,Chlamydomonas_Reinhardtii
0.26299623686372625,-0.41177225398324757,-0.7335177096653729,-0.3165802860917564,-0.6863106521270073,-0.41177225398324757,-0.5224014868995408,0.2255616603701142,-0.46168826907608584,Chlamydomonas_Reinhardtii
0.05270004503337292,-0.20574685328020484,-0.7489490037647317,-0.35018843248232634,-0.7236283641438597,-0.20574685328020484,-0.39826633054149857,0.09350332385495072,-0.29771250815061556,Chlamydomonas_Reinhardtii
0.08094267167439403,-0.40631906828988135,-0.6457488644680635,-0.05739250113233662,-0.6423302254029601,-0.40631906828988135,-0.3938212601904938,0.003508017084162901,-0.38618019622342714,Chlamydomonas_Reinhardtii
0.29293468488445706,-0.3901496630599994,-0.5197856270623604,0.10435514609087393,-0.48890570470496714,-0.3901496630599994,-0.41120373842563546,0.07594276985970613,-0.4241516149989867,Chlamydomonas_Reinhardtii
0.5049266980945201,-0.3906229169083152,-0.585238950511248,-0.1856806323602912,-0.5577480023274536,-0.3906229169083152,-0.4447435672246082,0.09834150765105885,-0.45561588674417836,Chlamydomonas_Reinhardtii
0.27727166260480157,-0.27425418859570017,-0.49483007812671226,-0.09187360280601937,-0.5139030431524041,-0.27425418859570017,-0.3246573160522489,0.3437061565893824,-0.30089169637582813,Chlamydomonas_Reinhardtii
0.027949668794208408,0.1968164850460712,-0.5843565353927973,0.05783715483524921,-0.5906859706382903,0.1968164850460712,0.03965759922725415,-0.13117609242834027,0.08263146366089576,Chlamydomonas_Reinhardtii
0.14808164958681766,-0.06381585398002353,-0.5916160629112257,-0.13972587503156514,-0.5450708699230704,-0.06381585398002353,-0.2503720235555011,-0.13116175129105595,-0.1727253978480274,Chlamydomonas_Reinhardtii
0.3143868968079917,-0.45902394144147757,-0.5261384846487828,-0.2609109793205276,-0.40417446500474585,-0.45902394144147757,-0.5021325677171282,-0.1253550986841696,-0.5546048768390368,Chlamydomonas_Reinhardtii
0.48069214402916577,-0.5023549052993906,-0.5142007618546488,-0.22105524466626847,-0.544257050452125,-0.5023549052993906,-0.594630445386238,0.37043583934802404,-0.5946727259266918,Chlamydomonas_Reinhardtii
0.15749076064303816,-0.21106153939601036,-0.6544468790346709,-0.30642224622732833,-0.6220901504580811,-0.21106153939601036,-0.38539266192499405,-0.1908196433214551,-0.3398403639868674,Chlamydomonas_Reinhardtii
0.8471469358114954,-0.23989574524266905,-0.7020497470954424,-0.28571185177303254,-0.7654494368491653,-0.23989574524266905,-0.5219804254894002,0.9251934982665695,-0.44100802891250385,Chlamydomonas_Reinhardtii
0.807158517741217,0.09193197854495185,-0.5646521136748307,-0.1652774284142848,-0.6245285769480904,0.09193197854495185,-0.28698738117574135,1.0023169624991877,-0.20651233858112542,Chlamydomonas_Reinhardtii
1.069041426753699,-0.6225883156678175,-0.5261283515456352,-0.5256495028624389,-0.6211177506295789,-0.6225883156678175,-0.7929147976513229,1.3005788740662243,-0.7690254338203097,Chlamydomonas_Reinhardtii
1.0885426987832019,-0.5605820919424002,-0.35190623455010744,-0.33744841372936424,-0.497595885472721,-0.5605820919424002,-0.6829130745932905,1.684559963937092,-0.6937091607450281,Chlamydomonas_Reinhardtii
1.1080439708127048,-0.46906681879742324,-0.43002132139259835,-0.4661633655131234,-0.537671669086536,-0.46906681879742324,-0.660857624721312,1.442902520368504,-0.6645379592045931,Chlamydomonas_Reinhardtii
0.9244511870926952,-0.42055179073485194,-0.3934894152048177,-0.3179391060266851,-0.544541622343054,-0.42055179073485194,-0.6613256075777916,2.0413697296423257,-0.6508018098386577,Chlamydomonas_Reinhardtii
0.7408584033726857,-0.32136723324874533,-0.4083622261769027,-0.33676050420228737,-0.48278032392499853,-0.32136723324874533,-0.45068842007112087,1.4934312553199307,-0.47408199723307176,Chlamydomonas_Reinhardtii
1.0738777661582957,-0.3385025123678016,-0.48642002113947763,-0.47478287413478376,-0.7269780587745976,-0.3385025123678016,-0.6606572259001163,2.562994468362154,-0.5423730748243092,Chlamydomonas_Reinhardtii
0.3643905902798508,-0.5130385759621062,-0.636748974228462,-0.26626200134869377,-0.6108732062430925,-0.5130385759621062,-0.5698137909390383,0.055937781744343405,-0.5398640416003146,Chlamydomonas_Reinhardtii
1.1142303858854048,-0.41031279389046693,-0.5597578869765554,-0.49542886275780834,-0.6666039861452396,-0.41031279389046693,-0.7320198303383509,1.6933563503790718,-0.6895763066867104,Chlamydomonas_Reinhardtii
1.0125283722618734,-0.423953314217185,-0.35907014126485787,-0.3104673676582354,-0.5272080567129024,-0.423953314217185,-0.6511917494509186,1.928234161071215,-0.626251526599135,Chlamydomonas_Reinhardtii
0.9108263586383418,-0.5478463635321319,-0.3803931197708842,-0.4522681624510656,-0.45683483272619435,-0.5478463635321319,-0.7077552400711011,1.7476003841792742,-0.6925172589870593,Chlamydomonas_Reinhardtii
1.337504995932621,-0.2715681115304304,-0.48670517829945337,-0.456041469115354,-0.6809783339138291,-0.2715681115304304,-0.6551371318222218,2.3538741625972577,-0.6000117088977797,Chlamydomonas_Reinhardtii
1.0091430317937824,-0.3119472984394275,-0.46362840394640653,-0.3683793479691747,-0.5408071932516268,-0.3119472984394275,-0.5668811395994713,1.4496581487692082,-0.5519947753751216,Chlamydomonas_Reinhardtii
0.9878760727606453,-0.3818087721098956,-0.5155699692703681,-0.48370408039837576,-0.5348186270841497,-0.3818087721098956,-0.6059578089897009,0.924087469195673,-0.5982152012422493,Chlamydomonas_Reinhardtii
0.9801459137833453,-0.3696119880536487,-0.5256213532495049,-0.46863063819859024,-0.4828913527655729,-0.3696119880536487,-0.5336987549968607,0.5568056835521984,-0.6141165417234508,Chlamydomonas_Reinhardtii
1.2724223198815536,-0.4921746153648897,-0.43067840003361446,-0.49819348828853716,-0.5637105539073641,-0.4921746153648897,-0.701314347050883,1.5443504908767949,-0.7013902773870511,Chlamydomonas_Reinhardtii
0.9219452865387451,-0.3534250843418798,-0.4384150181782807,-0.32680751726301077,-0.4180091217248218,-0.3534250843418798,-0.49862721203896215,0.5246648088062852,-0.5558691429790322,Chlamydomonas_Reinhardtii
1.2723076677076786,-0.5253762626617566,-0.4223954790437458,-0.5305561001525549,-0.5002467071816225,-0.5253762626617566,-0.7316845791780849,1.753603012383813,-0.7629399720257147,Chlamydomonas_Reinhardtii
0.44572227808493425,-0.5239292091606684,-0.6193268610299001,-0.31345738413604307,-0.5899861791913592,-0.5239292091606684,-0.5491091730241658,-0.16479403633863648,-0.5767941133725921,Chlamydomonas_Reinhardtii
-0.38086311153781,0.2982206178903811,-0.7915050860437917,-0.37002720353228546,-0.831387724258914,0.2982206178903811,-0.17416675153756714,-0.49110344169292985,0.2012043993669193,Chlamydomonas_Reinhardtii
0.5476851874323609,1.0134037066687496,-0.7284482496730534,-0.2255393504515332,-0.6476104596243617,1.0134037066687496,0.2085346495845169,-0.502791456992612,0.6158142854377815,Chlamydomonas_Reinhardtii
0.36860121100951926,0.8350892830386479,-0.6109202675991346,-0.1258925552234282,-0.49359216144705836,0.8350892830386479,0.32037374364906224,-0.4226786967895418,0.5790905668840494,Chlamydomonas_Reinhardtii
-1.7358943176188668,1.3511277730997509,-0.6694084724793848,0.4106057902846892,-0.7138744823546551,1.3511277730997509,0.8031071695183891,-1.4361404724093714,1.070656458129856,Chlamydomonas_Reinhardtii
-1.8019052387076848,1.199056345072092,-0.7984171648103707,-0.02966222154600112,-0.7885047415604768,1.199056345072092,0.7346834465567724,-1.6269675626619367,1.0724501890522267,Chlamydomonas_Reinhardtii
-0.15469964128381775,0.3519853678248643,-0.7330338734291038,-0.1947911964954322,-0.5314159358037698,0.3519853678248643,-0.07198700027442677,-1.045110836231347,0.29103220129515656,Chlamydomonas_Reinhardtii
-0.29470220449407303,1.448343570140636,-0.9781839187156981,-0.3806259990247293,-1.0090910484404128,1.448343570140636,0.6474196988497237,-0.6790599740642848,1.2647451019432558,Chlamydomonas_Reinhardtii
-0.37123735198721947,1.4394787184907079,-0.6823076213742219,0.477745586536159,-0.7640966948292813,1.4394787184907079,0.8781057323113661,-1.4453138458545347,1.3438504325889145,Chlamydomonas_Reinhardtii
0.1601420019006975,-0.15387384009059704,-0.8484132860598638,-0.4341333084623663,-0.7130766919476209,-0.15387384009059704,-0.3846367623283401,0.1313648766993393,-0.3139023472092299,Chlamydomonas_Reinhardtii
0.2056736052075558,-0.5996546947692337,-0.7899055317484464,-0.4449720826801602,-0.5529439680396917,-0.5996546947692337,-0.6186451184856641,-0.38173500682450556,-0.657576738570749,Chlamydomonas_Reinhardtii
0.20403197646317217,-0.2269052766189242,-0.477373508659834,-0.06634032848947198,-0.42766372777082484,-0.2269052766189242,-0.2666128442961827,-0.28666574760127583,-0.26005276171729086,Chlamydomonas_Reinhardtii
-0.5364846419817715,-0.7361729470082532,-0.6545519362708015,-0.6714255434988937,-0.4183524034828523,-0.7361729470082532,-0.7327850568305252,-0.40914314073087676,-0.5440662259469554,Chlamydomonas_Reinhardtii
-0.17174472270478328,-0.05531100078398195,-0.5379372365617829,-0.48395670607641883,-0.40815257713056524,-0.05531100078398195,-0.22049809052390698,-0.7187542809372361,0.005299712903035555,Chlamydomonas_Reinhardtii
0.30435238179943724,0.19751981319927747,-0.8500982464943789,-0.400917710052998,-0.6989998687735905,0.19751981319927747,-0.37902332982188564,-0.07487964544991514,-0.19492191981896798,Chlamydomonas_Reinhardtii
-0.1461225034660135,1.1963265545870152,-0.7688693650038175,-0.18526106690669916,-0.6642900231742002,1.1963265545870152,0.7642454218188902,-1.3085302047290557,0.9351981126950923,Chlamydomonas_Reinhardtii
0.5484956079522672,-0.054490122825174375,-0.7620104869174642,-0.5467537256574246,-0.730524542640844,-0.054490122825174375,-0.4257656073935412,-0.6010325771692148,-0.08001678531602084,Chlamydomonas_Reinhardtii
-0.13927676413196088,0.13070552951162215,-0.7028066403310256,-0.24679733343352897,-0.6430625026190955,0.13070552951162215,-0.1237069389986748,-0.5719868114901441,0.1460538987998409,Chlamydomonas_Reinhardtii
0.7392673437287065,0.18486689085282265,-0.5428374453920164,0.10375498208688144,-0.5882690963738602,0.18486689085282265,-0.004976282950318807,0.4077611174434789,0.2175444541356324,Chlamydomonas_Reinhardtii
-0.0928199431414927,0.804090414518083,-0.5365650391784133,0.11777707470769784,-0.5229812501266752,0.804090414518083,0.3278943527879875,-0.43818679505245023,0.7014917964756429,Chlamydomonas_Reinhardtii
0.11686776970756946,-0.26071994079213223,-0.3097682675001805,-0.13123531956331808,-0.21661984518622554,-0.26071994079213223,-0.25890570227147575,-0.24362746516931655,-0.22549317307371516,Chlamydomonas_Reinhardtii
0.13535718277656866,0.04945524939504012,-0.2610040552414095,0.05533740341696357,-0.045172687413941065,0.04945524939504012,0.006262627090352585,-0.2463429448697591,0.026458284347579582,Chlamydomonas_Reinhardtii
0.5088330503310919,-0.38433611836146303,-0.7096294543859897,-0.39847238992470096,-0.7132896162270677,-0.38433611836146303,-0.5164802530299378,0.09032325013211698,-0.45642414396819947,Chlamydomonas_Reinhardtii
0.27859495193203687,-0.7205582647611043,-0.3605254155192882,-0.43460960760936856,-0.11897038686444804,-0.7205582647611043,-0.6489834440676876,-0.2578514429553159,-0.6965035618080386,Chlamydomonas_Reinhardtii
0.16076371391799793,-0.4379266002529724,-0.24179427497727604,-0.33131077797170705,-0.007398443860910248,-0.4379266002529724,-0.39122778087198024,0.22592834971596437,-0.32329962526139266,Chlamydomonas_Reinhardtii
0.16961285736088644,0.16295500658208828,-0.09603142678447119,0.015890599129704086,-0.06956071419347926,0.16295500658208828,0.17144735753796153,0.631308392521194,0.19284364869851828,Chlamydomonas_Reinhardtii
